ORDER_REF,AMOUNT,AMOUNT_FOREIGN,TRANSACTION_TYPE,ACCOUNTNUMBER,MERCHANT_ACCOUNT,BATCH_NUMBER,TYPE_NAME
Z000275804,181.09,238.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000293128,731.93,1031.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000142019,104.65,146.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000149238,946.96,1235.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000295652,29.63,40.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000100549,299.90,380.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000174385,27.11,38.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000241852,617.68,865.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000246762,123.77,162.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000299959,241.74,314.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000102995,309.55,428.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000105631,52.53,67.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000095002,211.99,304.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000033891,30.49,40.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000251453,71.31,93.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000228950,85.42,114.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000192800,131.99,185.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000247338,108.28,143.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000066541,68.36,95.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000159915,37.17,48.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000265393,393.29,525.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000083553,359.90,504.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000028811,90.96,116.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000167729,188.08,238.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000179707,212.42,276.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000107056,404.54,567.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000301533,294.81,380.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000287664,552.00,697.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000263651,313.11,432.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000249553,174.68,241.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000254879,595.88,760.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000070936,362.45,475.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000167858,99.87,127.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000127942,450.59,637.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000270426,140.82,200.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000154517,78.51,106.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000037353,213.52,283.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000133181,193.35,247.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000004073,337.22,432.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000020410,400.37,570.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000117851,567.03,717.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000276959,217.13,283.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000269670,99.72,143.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000228597,626.62,808.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000166072,165.16,209.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000156211,20.69,27.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000206573,284.74,380.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000044710,199.64,257.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000069984,518.82,656.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000207371,154.80,209.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000031145,94.01,120.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000064428,217.01,277.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000005423,165.44,211.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000146802,112.00,152.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000163785,493.61,649.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000251209,40.50,53.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000252206,113.62,148.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000265820,203.26,257.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000175656,204.30,266.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000037546,355.59,490.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000116245,37.47,48.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000065214,347.05,456.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000282649,210.37,266.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000017692,140.52,182.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000104130,71.50,93.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000243210,85.29,120.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000289664,187.30,238.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000130868,150.27,190.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000176365,244.38,309.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000014707,258.46,333.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000214722,373.64,475.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000029550,122.24,160.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000087891,131.50,171.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000240860,627.56,789.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000185896,287.72,371.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000265507,56.13,76.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000301241,96.03,133.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000205231,464.45,626.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000072151,362.29,513.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000165795,338.05,447.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000125109,14.06,19.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000156570,98.07,137.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000250448,234.80,309.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000075689,167.12,217.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000093216,227.50,314.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000295648,9.92,13.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000113577,88.74,114.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000225372,344.46,447.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000247460,41.27,53.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000051545,168.08,238.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000074289,529.24,675.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000076886,132.10,171.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000091992,338.50,428.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000057026,286.25,384.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000072867,48.18,62.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000224169,171.17,238.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000003544,338.65,450.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000241272,99.92,133.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000155858,121.92,171.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000216981,286.31,367.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000286270,52.49,67.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000034209,121.92,171.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000144756,174.71,228.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000092971,43.68,57.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000131001,360.20,513.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000013137,248.91,323.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000155112,139.02,185.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000300983,500.48,651.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000034381,54.20,76.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000129052,384.63,490.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000215175,184.30,238.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000300285,272.02,380.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000030381,286.03,380.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000043006,168.13,228.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000153836,201.86,285.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000196557,44.62,57.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000052794,475.82,613.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000006358,41.73,53.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000034426,13.60,19.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000058821,208.45,295.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000095737,359.82,475.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000297768,161.00,228.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000143991,376.90,528.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000056383,186.70,247.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000267544,106.72,135.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000287728,196.77,247.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000006935,219.17,285.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000135378,87.82,112.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000006259,187.42,247.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000094731,124.91,173.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000261229,570.76,751.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000067490,243.07,323.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000068882,174.74,228.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000109663,187.19,257.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000281546,58.31,76.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000286733,485.97,618.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000025997,222.43,310.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000200076,93.98,133.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000186270,167.55,213.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000253203,328.91,428.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000066394,146.70,190.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000076863,236.94,331.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000110247,352.96,448.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000176164,108.81,143.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000033379,9.60,13.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000045147,134.36,181.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000053384,231.95,304.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000142646,375.24,479.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000172212,339.99,454.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000281741,300.54,380.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000227050,137.64,175.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000234525,200.87,285.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000020987,72.79,95.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000133043,447.30,581.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000201703,36.12,48.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000235846,507.98,675.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000044959,258.02,334.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000214191,114.10,160.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000093204,105.86,135.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000120840,323.86,447.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000144004,359.61,475.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000070233,569.51,724.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000044702,120.38,152.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000057127,309.70,409.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000204357,365.10,475.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000238886,134.55,175.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000150355,638.68,831.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000082547,179.26,238.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000094414,147.62,188.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000211653,343.72,480.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000058109,208.40,266.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000030689,511.13,670.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000082792,149.52,195.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000209135,331.13,432.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000182390,177.64,247.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000064344,69.46,91.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000142869,414.05,559.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000249744,433.93,618.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000178718,172.71,219.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000087642,10.01,13.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000113828,423.44,568.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000138655,20.82,27.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000030966,109.32,152.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000186257,182.64,230.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000189085,142.23,185.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000151076,140.90,180.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000152326,487.65,644.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000186272,662.81,865.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000219601,95.11,122.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000262093,14.66,19.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000225083,189.16,264.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000067872,145.87,198.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000084753,87.81,114.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000135227,42.92,57.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000052501,383.36,518.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000003885,319.94,426.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000132215,30.29,40.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000238794,184.84,237.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000173963,273.98,371.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000206368,310.29,426.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000234263,187.42,247.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000287344,302.17,410.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000038001,90.32,114.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000279814,130.07,177.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000193244,288.26,371.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000200241,561.23,713.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000153164,127.13,173.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000213892,412.84,552.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000130168,172.71,238.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000285440,205.37,266.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000004700,391.45,513.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000206925,435.16,609.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000278786,369.98,475.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000089565,56.84,80.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000287724,238.63,304.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000138276,252.60,342.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000161024,335.89,437.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000151751,182.14,247.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000058056,50.21,65.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000012142,52.01,67.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000105237,375.96,490.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000094686,202.18,274.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000166341,175.05,222.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000282413,243.14,323.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000016876,410.20,523.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000153521,105.09,143.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000229527,476.67,632.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000182052,477.58,610.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000052543,346.05,485.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000131806,240.92,314.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000155803,287.84,367.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000038926,178.70,236.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000130246,132.62,171.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000278004,278.31,357.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000154172,521.79,746.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000166914,444.40,587.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000214548,317.41,416.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000218702,334.59,454.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000182880,185.60,247.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000053756,619.22,831.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000264293,77.49,108.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000001557,163.81,222.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000025345,428.05,556.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000174590,259.36,352.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000261618,48.32,62.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000028775,145.80,190.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000039176,526.90,675.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000236091,772.34,1088.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000216772,421.14,569.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000294100,163.59,213.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000002899,394.18,528.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000160233,284.54,375.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000268461,177.06,238.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000196858,196.41,255.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000031327,48.99,65.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000057698,105.09,143.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000021446,176.14,238.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000126816,210.64,276.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000135491,256.31,331.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000018723,41.31,53.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000053449,205.77,285.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000011277,167.80,226.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000153329,36.23,48.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000051576,388.03,512.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000058725,105.65,133.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000049557,207.51,270.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000158850,406.73,568.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000250525,79.83,105.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000100328,399.18,528.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000272351,211.49,276.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000287995,44.37,57.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000179736,206.65,264.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000093868,9.13,13.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000011082,570.57,739.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000159169,94.76,124.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000001136,102.23,133.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000071374,413.82,551.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000030041,61.32,86.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000071265,146.08,190.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000264059,171.86,228.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000231220,300.76,418.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000290711,73.34,93.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000140838,95.39,133.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000013494,389.20,500.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000162323,75.69,106.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000265577,220.31,299.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000081311,477.15,618.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000169250,481.86,613.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000208210,279.92,371.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000025368,726.17,929.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000076035,200.69,277.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000140667,142.96,186.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000108833,283.91,362.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000130364,68.16,95.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000146744,123.87,160.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000194668,210.84,293.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000278957,213.87,277.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000015657,131.57,171.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000251475,89.96,122.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000282452,74.43,95.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000002910,582.04,812.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000122505,56.33,80.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000030970,48.53,62.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000008921,95.74,124.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000159908,246.49,323.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000167198,63.08,88.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000159519,170.03,238.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000161098,516.59,713.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000166383,218.91,308.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000186705,319.15,418.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000174055,58.36,76.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000299460,531.19,688.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000001231,320.82,412.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000270493,294.21,391.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000197092,81.43,105.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000094208,21.17,27.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000052536,436.81,608.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000236934,566.27,793.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000130229,105.36,137.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000176328,41.88,53.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000248440,343.14,485.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000294447,113.80,146.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000161130,406.63,528.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000261404,84.99,120.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000173453,340.36,432.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000028663,340.68,432.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000103769,9.84,13.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000017839,173.47,226.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000202189,303.20,423.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000161593,248.22,323.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000088044,420.42,551.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000152001,70.04,93.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000146136,186.04,238.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000255780,104.62,133.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000084463,149.78,194.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000107610,394.20,534.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000069005,41.43,53.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000270578,172.26,224.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000291376,432.53,581.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000230021,357.23,456.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000301937,69.88,93.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000297692,161.71,213.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000182545,269.70,371.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000196798,129.06,175.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000084057,238.68,333.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000031445,41.02,57.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
