ORDER_REF,AMOUNT,AMOUNT_FOREIGN,TRANSACTION_TYPE,ACCOUNTNUMBER,MERCHANT_ACCOUNT,BATCH_NUMBER,TYPE_NAME
C000166277,760.00,760.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000184674,599.00,599.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000189105,475.00,475.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000269210,466.00,466.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000071576,675.00,675.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000083273,173.00,173.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000215847,285.00,285.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000287266,409.00,409.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000246402,266.00,266.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000290945,182.00,182.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000287091,219.00,219.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000207097,551.00,551.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000163034,280.00,280.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000006365,618.00,618.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000141144,48.00,48.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000218866,80.00,80.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000015944,53.00,53.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000098750,120.00,120.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000070275,323.00,323.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000241616,48.00,48.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000052371,190.00,190.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000181931,570.00,570.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000248218,376.00,376.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000099335,475.00,475.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000074629,106.00,106.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000003602,80.00,80.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000160238,76.00,76.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000179829,618.00,618.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000294937,124.00,124.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000201153,95.00,95.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000151370,247.00,247.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000124345,67.00,67.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000267860,171.00,171.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000244680,238.00,238.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000214646,456.00,456.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000062417,291.00,291.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000258594,342.00,342.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000115296,93.00,93.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000215362,475.00,475.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000127250,226.00,226.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000087615,156.00,156.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000230492,865.00,865.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000215938,789.00,789.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000086508,40.00,40.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000260630,67.00,67.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000122436,88.00,88.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000245188,152.00,152.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000218849,475.00,475.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000086741,201.00,201.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000233531,171.00,171.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000106414,190.00,190.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000032010,670.00,670.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000242242,173.00,173.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000084688,203.00,203.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000181729,133.00,133.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000196400,209.00,209.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000016791,570.00,570.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000093605,209.00,209.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000159991,48.00,48.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000200341,285.00,285.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000276681,523.00,523.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000016135,190.00,190.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000085928,143.00,143.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000287337,488.00,488.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000268181,181.00,181.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000108150,114.00,114.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000101141,404.00,404.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000176560,454.00,454.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000017137,671.00,671.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000003773,133.00,133.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000080696,209.00,209.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000042038,266.00,266.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000000434,475.00,475.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000076548,556.00,556.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000093751,57.00,57.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000274430,480.00,480.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000203422,371.00,371.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000007598,95.00,95.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000241255,437.00,437.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000291318,224.00,224.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000240324,243.00,243.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000097526,266.00,266.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000231977,371.00,371.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000181761,806.00,806.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000063220,346.00,346.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000026637,76.00,76.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000226228,428.00,428.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000291444,251.00,251.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000211897,114.00,114.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000244095,950.00,950.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000123728,473.00,473.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000283642,133.00,133.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000290012,711.00,711.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000137592,580.00,580.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000187337,475.00,475.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000260805,485.00,485.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000063708,209.00,209.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000060749,380.00,380.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000233638,181.00,181.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000057986,689.00,689.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000149805,13.00,13.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000062514,209.00,209.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000065195,200.00,200.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000133200,141.00,141.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000204899,317.00,317.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000160933,120.00,120.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000068903,494.00,494.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000020939,926.00,926.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000161648,209.00,209.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000107560,532.00,532.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000207036,152.00,152.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000262133,120.00,120.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000047598,300.00,300.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000097050,152.00,152.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000162003,243.00,243.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000085415,162.00,162.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000131207,57.00,57.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000153354,133.00,133.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000225806,38.00,38.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000019742,19.00,19.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000286226,190.00,190.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000038790,428.00,428.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000022497,219.00,219.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000190436,95.00,95.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000096477,67.00,67.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000265348,13.00,13.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000033686,249.00,249.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000094595,296.00,296.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000177649,219.00,219.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000168936,13.00,13.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000274391,80.00,80.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000234068,257.00,257.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000043921,599.00,599.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000021220,171.00,171.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000164350,122.00,122.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000048238,120.00,120.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000180687,62.00,62.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000285508,264.00,264.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000204850,163.00,163.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000172717,80.00,80.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000101619,380.00,380.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000277507,352.00,352.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000179862,485.00,485.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000038188,76.00,76.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000084429,722.00,722.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000250959,156.00,156.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000131843,327.00,327.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000017470,257.00,257.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000299290,684.00,684.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000029260,409.00,409.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000060306,106.00,106.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000096258,213.00,213.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000023697,87.00,87.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000292392,228.00,228.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000034486,127.00,127.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000101458,243.00,243.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000270859,285.00,285.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000297302,53.00,53.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000197611,114.00,114.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000060473,257.00,257.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000134943,515.00,515.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000146210,87.00,87.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000096595,230.00,230.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000192623,114.00,114.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000176476,437.00,437.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000173017,142.00,142.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000207200,798.00,798.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000224280,467.00,467.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000161336,407.00,407.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000143398,160.00,160.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000017367,285.00,285.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000175576,67.00,67.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000260378,865.00,865.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000281987,618.00,618.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000074157,285.00,285.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000032751,143.00,143.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000022094,200.00,200.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000082132,460.00,460.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000235149,128.00,128.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000013898,618.00,618.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000237096,361.00,361.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000033547,513.00,513.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000032845,622.00,622.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000069994,78.00,78.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000046552,760.00,760.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000204800,51.00,51.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000056895,485.00,485.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000232894,600.00,600.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000273098,361.00,361.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000142809,209.00,209.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000220131,428.00,428.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000018412,173.00,173.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000221578,201.00,201.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000030769,266.00,266.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000028957,190.00,190.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000214335,124.00,124.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000193508,342.00,342.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000197622,485.00,485.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000132307,390.00,390.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000192697,57.00,57.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000259758,580.00,580.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000076509,142.00,142.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000004301,152.00,152.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000213097,243.00,243.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000187470,213.00,213.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000157118,190.00,190.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000025075,215.00,215.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000227917,526.00,526.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000098301,175.00,175.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000102016,741.00,741.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000187222,466.00,466.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000207284,333.00,333.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000131166,238.00,238.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000101172,504.00,504.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000223213,523.00,523.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000169633,48.00,48.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000130166,962.00,962.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000167788,190.00,190.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000099331,907.00,907.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000107962,48.00,48.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000139561,556.00,556.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000124957,38.00,38.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000118167,238.00,238.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000017544,247.00,247.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000170079,95.00,95.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000245240,19.00,19.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000234745,67.00,67.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000246984,636.00,636.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000255539,760.00,760.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000022072,423.00,423.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000192225,53.00,53.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000180302,19.00,19.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000173625,741.00,741.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000240034,499.00,499.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000172294,689.00,689.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000061222,257.00,257.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000229116,397.00,397.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000093222,808.00,808.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000036841,228.00,228.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000168858,190.00,190.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000115931,454.00,454.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000190519,380.00,380.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000143070,167.00,167.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000188177,160.00,160.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000291574,732.00,732.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000121303,62.00,62.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000263720,106.00,106.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000051098,855.00,855.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000201545,40.00,40.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000264316,57.00,57.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000099243,27.00,27.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000210130,171.00,171.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000264779,160.00,160.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000255324,488.00,488.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000191509,514.00,514.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000210399,120.00,120.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000002188,285.00,285.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000163217,357.00,357.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000048024,38.00,38.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000054833,38.00,38.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000021169,196.00,196.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000070091,200.00,200.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000252592,207.00,207.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000296804,362.00,362.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000106091,523.00,523.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000264334,637.00,637.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000095875,80.00,80.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000163957,120.00,120.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000103342,622.00,622.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000083624,494.00,494.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000151547,684.00,684.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000086433,48.00,48.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000110034,376.00,376.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000132835,424.00,424.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000129700,570.00,570.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000199129,106.00,106.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000120359,93.00,93.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000008383,106.00,106.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000244589,213.00,213.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000055294,62.00,62.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000049796,173.00,173.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000291724,106.00,106.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000129920,247.00,247.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000136263,608.00,608.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000184801,758.00,758.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000038615,437.00,437.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000028177,751.00,751.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000008906,135.00,135.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000043568,40.00,40.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000044315,333.00,333.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000071795,304.00,304.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000021556,283.00,283.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000179778,594.00,594.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000168259,380.00,380.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000144587,209.00,209.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000004902,428.00,428.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000043721,276.00,276.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000191068,587.00,587.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000117731,371.00,371.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000019802,521.00,521.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000122880,314.00,314.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000217195,70.00,70.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000049762,309.00,309.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000164395,333.00,333.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000185243,162.00,162.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000008317,603.00,603.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000154278,523.00,523.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000255199,95.00,95.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000107913,304.00,304.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000097731,518.00,518.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000057033,93.00,93.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000038108,124.00,124.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000272851,452.00,452.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000290673,106.00,106.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000156010,285.00,285.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000268551,283.00,283.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000009156,333.00,333.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000155910,108.00,108.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000139363,527.00,527.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000268277,143.00,143.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000238307,105.00,105.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000052868,13.00,13.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000274165,67.00,67.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000004182,656.00,656.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000041923,274.00,274.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000234279,171.00,171.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000173799,219.00,219.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000290228,76.00,76.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000134425,333.00,333.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000254312,432.00,432.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000026539,238.00,238.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000115763,713.00,713.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000047703,542.00,542.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000257144,697.00,697.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000222331,143.00,143.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000184130,361.00,361.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000051152,272.00,272.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000067934,719.00,719.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000217631,182.00,182.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000098192,105.00,105.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000203117,106.00,106.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000230124,903.00,903.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000293305,143.00,143.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000019457,523.00,523.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000205552,181.00,181.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000030938,380.00,380.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
