ORDER_REF_index,ORDER_REF,GROSS,Total_in_netsuite,merchant_account,batch_number
A000201469,A000201469,400.0,Not_Available,JetBrainsGBP,141
A000201919,A000201919,200.0,Not_Available,JetBrainsGBP,141
A000202911,A000202911,426.0,Not_Available,JetBrainsGBP,141
A000202993,A000202993,100.0,Not_Available,JetBrainsGBP,141
A000203432,A000203432,920.0,Not_Available,JetBrainsGBP,141
A000203508,A000203508,320.0,Not_Available,JetBrainsGBP,141
A000204196,A000204196,154.0,Not_Available,JetBrainsGBP,141
A000204460,A000204460,511.0,Not_Available,JetBrainsGBP,141
A000204627,A000204627,835.0,Not_Available,JetBrainsGBP,141
A000205039,A000205039,70.0,Not_Available,JetBrainsGBP,141
A000205087,A000205087,50.0,Not_Available,JetBrainsGBP,141
A000206362,A000206362,266.0,Not_Available,JetBrainsGBP,141
A000207065,A000207065,160.0,Not_Available,JetBrainsGBP,141
A000207705,A000207705,465.0,Not_Available,JetBrainsGBP,141
A000208849,A000208849,180.0,Not_Available,JetBrainsGBP,141
A000208888,A000208888,350.0,Not_Available,JetBrainsGBP,141
A000208985,A000208985,140.0,Not_Available,JetBrainsGBP,141
A000209523,A000209523,570.0,Not_Available,JetBrainsGBP,141
A000210214,A000210214,205.0,Not_Available,JetBrainsGBP,141
A000211021,A000211021,100.0,Not_Available,JetBrainsGBP,141
A000211773,A000211773,805.0,Not_Available,JetBrainsGBP,141
A000212823,A000212823,184.0,Not_Available,JetBrainsGBP,141
A000213383,A000213383,14.0,Not_Available,JetBrainsGBP,141
A000213527,A000213527,14.0,Not_Available,JetBrainsGBP,141
A000214318,A000214318,220.0,Not_Available,JetBrainsGBP,141
A000216064,A000216064,266.0,Not_Available,JetBrainsGBP,141
A000217878,A000217878,462.0,Not_Available,JetBrainsGBP,141
A000219153,A000219153,470.0,Not_Available,JetBrainsGBP,141
A000220087,A000220087,250.0,Not_Available,JetBrainsGBP,141
A000220248,A000220248,540.0,Not_Available,JetBrainsGBP,141
A000221798,A000221798,553.0,Not_Available,JetBrainsGBP,141
A000221939,A000221939,140.0,Not_Available,JetBrainsGBP,141
A000222241,A000222241,42.0,Not_Available,JetBrainsGBP,141
A000222253,A000222253,150.0,Not_Available,JetBrainsGBP,141
A000224095,A000224095,70.0,Not_Available,JetBrainsGBP,141
A000224107,A000224107,650.0,Not_Available,JetBrainsGBP,141
A000224692,A000224692,264.0,Not_Available,JetBrainsGBP,141
A000224758,A000224758,134.0,Not_Available,JetBrainsGBP,141
A000224803,A000224803,250.0,Not_Available,JetBrainsGBP,141
A000225215,A000225215,180.0,Not_Available,JetBrainsGBP,141
A000225371,A000225371,100.0,Not_Available,JetBrainsGBP,141
A000225962,A000225962,120.0,Not_Available,JetBrainsGBP,141
A000226003,A000226003,65.0,Not_Available,JetBrainsGBP,141
A000226204,A000226204,488.0,Not_Available,JetBrainsGBP,141
A000226829,A000226829,84.0,Not_Available,JetBrainsGBP,141
A000227534,A000227534,60.0,Not_Available,JetBrainsGBP,141
A000227739,A000227739,406.0,Not_Available,JetBrainsGBP,141
A000228325,A000228325,100.0,Not_Available,JetBrainsGBP,141
A000228530,A000228530,560.0,Not_Available,JetBrainsGBP,141
A000228662,A000228662,520.0,Not_Available,JetBrainsGBP,141
A000229201,A000229201,260.0,Not_Available,JetBrainsGBP,141
A000229288,A000229288,206.0,Not_Available,JetBrainsGBP,141
A000229437,A000229437,695.0,Not_Available,JetBrainsGBP,141
A000229536,A000229536,296.0,Not_Available,JetBrainsGBP,141
A000229752,A000229752,960.0,Not_Available,JetBrainsGBP,141
A000229778,A000229778,224.0,Not_Available,JetBrainsGBP,141
A000229828,A000229828,112.0,Not_Available,JetBrainsGBP,141
A000230961,A000230961,320.0,Not_Available,JetBrainsGBP,141
A000230973,A000230973,280.0,Not_Available,JetBrainsGBP,141
A000231664,A000231664,116.0,Not_Available,JetBrainsGBP,141
A000232443,A000232443,380.0,Not_Available,JetBrainsGBP,141
A000232479,A000232479,154.0,Not_Available,JetBrainsGBP,141
A000232682,A000232682,600.0,Not_Available,JetBrainsGBP,141
A000232988,A000232988,550.0,Not_Available,JetBrainsGBP,141
A000233075,A000233075,140.0,Not_Available,JetBrainsGBP,141
A000233354,A000233354,78.0,Not_Available,JetBrainsGBP,141
A000234723,A000234723,340.0,Not_Available,JetBrainsGBP,141
A000235358,A000235358,450.0,Not_Available,JetBrainsGBP,141
A000235576,A000235576,525.0,Not_Available,JetBrainsGBP,141
A000236121,A000236121,182.0,Not_Available,JetBrainsGBP,141
A000236681,A000236681,180.0,Not_Available,JetBrainsGBP,141
A000237610,A000237610,800.0,Not_Available,JetBrainsGBP,141
A000237712,A000237712,76.0,Not_Available,JetBrainsGBP,141
A000237851,A000237851,42.0,Not_Available,JetBrainsGBP,141
A000238346,A000238346,242.0,Not_Available,JetBrainsGBP,141
A000238544,A000238544,734.0,Not_Available,JetBrainsGBP,141
A000238890,A000238890,145.0,Not_Available,JetBrainsGBP,141
A000239628,A000239628,158.0,Not_Available,JetBrainsGBP,141
A000240211,A000240211,500.0,Not_Available,JetBrainsGBP,141
A000240595,A000240595,200.0,Not_Available,JetBrainsGBP,141
A000240826,A000240826,194.0,Not_Available,JetBrainsGBP,141
A000240998,A000240998,480.0,Not_Available,JetBrainsGBP,141
A000241079,A000241079,100.0,Not_Available,JetBrainsGBP,141
A000241296,A000241296,472.0,Not_Available,JetBrainsGBP,141
A000242396,A000242396,362.0,Not_Available,JetBrainsGBP,141
A000243148,A000243148,800.0,Not_Available,JetBrainsGBP,141
A000243155,A000243155,250.0,Not_Available,JetBrainsGBP,141
A000243859,A000243859,84.0,Not_Available,JetBrainsGBP,141
A000244178,A000244178,140.0,Not_Available,JetBrainsGBP,141
A000244558,A000244558,785.0,Not_Available,JetBrainsGBP,141
A000246246,A000246246,655.0,Not_Available,JetBrainsGBP,141
A000246374,A000246374,200.0,Not_Available,JetBrainsGBP,141
A000247392,A000247392,720.0,Not_Available,JetBrainsGBP,141
A000247530,A000247530,845.0,Not_Available,JetBrainsGBP,141
A000247815,A000247815,194.0,Not_Available,JetBrainsGBP,141
A000248018,A000248018,121.0,Not_Available,JetBrainsGBP,141
A000248161,A000248161,455.0,Not_Available,JetBrainsGBP,141
A000248307,A000248307,240.0,Not_Available,JetBrainsGBP,141
A000248638,A000248638,210.0,Not_Available,JetBrainsGBP,141
A000249212,A000249212,220.0,Not_Available,JetBrainsGBP,141
A000249542,A000249542,430.0,Not_Available,JetBrainsGBP,141
A000249974,A000249974,340.0,Not_Available,JetBrainsGBP,141
A000250191,A000250191,755.0,Not_Available,JetBrainsGBP,141
A000250372,A000250372,112.0,Not_Available,JetBrainsGBP,141
A000250460,A000250460,238.0,Not_Available,JetBrainsGBP,141
A000251719,A000251719,70.0,Not_Available,JetBrainsGBP,141
A000252203,A000252203,200.0,Not_Available,JetBrainsGBP,141
A000253195,A000253195,98.0,Not_Available,JetBrainsGBP,141
A000253208,A000253208,475.0,Not_Available,JetBrainsGBP,141
A000253432,A000253432,448.0,Not_Available,JetBrainsGBP,141
A000253813,A000253813,100.0,Not_Available,JetBrainsGBP,141
A000253975,A000253975,200.0,Not_Available,JetBrainsGBP,141
A000254877,A000254877,385.0,Not_Available,JetBrainsGBP,141
A000255602,A000255602,330.0,Not_Available,JetBrainsGBP,141
A000255811,A000255811,80.0,Not_Available,JetBrainsGBP,141
A000257143,A000257143,100.0,Not_Available,JetBrainsGBP,141
A000258879,A000258879,725.0,Not_Available,JetBrainsGBP,141
A000258961,A000258961,520.0,Not_Available,JetBrainsGBP,141
A000259402,A000259402,360.0,Not_Available,JetBrainsGBP,141
A000259812,A000259812,550.0,Not_Available,JetBrainsGBP,141
A000260588,A000260588,630.0,Not_Available,JetBrainsGBP,141
A000261426,A000261426,220.0,Not_Available,JetBrainsGBP,141
A000261751,A000261751,500.0,Not_Available,JetBrainsGBP,141
A000261795,A000261795,116.0,Not_Available,JetBrainsGBP,141
A000264272,A000264272,300.0,Not_Available,JetBrainsGBP,141
A000265656,A000265656,576.0,Not_Available,JetBrainsGBP,141
A000267009,A000267009,590.0,Not_Available,JetBrainsGBP,141
A000267219,A000267219,400.0,Not_Available,JetBrainsGBP,141
A000267233,A000267233,400.0,Not_Available,JetBrainsGBP,141
A000268111,A000268111,112.0,Not_Available,JetBrainsGBP,141
A000268300,A000268300,505.0,Not_Available,JetBrainsGBP,141
A000268925,A000268925,70.0,Not_Available,JetBrainsGBP,141
A000269062,A000269062,200.0,Not_Available,JetBrainsGBP,141
A000269634,A000269634,210.0,Not_Available,JetBrainsGBP,141
A000269797,A000269797,300.0,Not_Available,JetBrainsGBP,141
A000269936,A000269936,850.0,Not_Available,JetBrainsGBP,141
A000270190,A000270190,410.0,Not_Available,JetBrainsGBP,141
A000270786,A000270786,1150.0,Not_Available,JetBrainsGBP,141
A000270793,A000270793,180.0,Not_Available,JetBrainsGBP,141
A000271237,A000271237,20.0,Not_Available,JetBrainsGBP,141
A000271276,A000271276,116.0,Not_Available,JetBrainsGBP,141
A000272962,A000272962,480.0,Not_Available,JetBrainsGBP,141
A000273658,A000273658,124.0,Not_Available,JetBrainsGBP,141
A000274608,A000274608,162.0,Not_Available,JetBrainsGBP,141
A000275421,A000275421,220.0,Not_Available,JetBrainsGBP,141
A000276150,A000276150,280.0,Not_Available,JetBrainsGBP,141
A000276644,A000276644,1000.0,Not_Available,JetBrainsGBP,141
A000276655,A000276655,100.0,Not_Available,JetBrainsGBP,141
A000277288,A000277288,315.0,Not_Available,JetBrainsGBP,141
A000277459,A000277459,50.0,Not_Available,JetBrainsGBP,141
A000277538,A000277538,228.0,Not_Available,JetBrainsGBP,141
A000277758,A000277758,821.0,Not_Available,JetBrainsGBP,141
A000278991,A000278991,498.0,Not_Available,JetBrainsGBP,141
A000279482,A000279482,450.0,Not_Available,JetBrainsGBP,141
A000280090,A000280090,800.0,Not_Available,JetBrainsGBP,141
A000280178,A000280178,62.0,Not_Available,JetBrainsGBP,141
A000280364,A000280364,182.0,Not_Available,JetBrainsGBP,141
A000280748,A000280748,182.0,Not_Available,JetBrainsGBP,141
A000281021,A000281021,140.0,Not_Available,JetBrainsGBP,141
A000281436,A000281436,720.0,Not_Available,JetBrainsGBP,141
A000281690,A000281690,700.0,Not_Available,JetBrainsGBP,141
A000281797,A000281797,120.0,Not_Available,JetBrainsGBP,141
A000282401,A000282401,585.0,Not_Available,JetBrainsGBP,141
A000283098,A000283098,440.0,Not_Available,JetBrainsGBP,141
A000284103,A000284103,760.0,Not_Available,JetBrainsGBP,141
A000284361,A000284361,500.0,Not_Available,JetBrainsGBP,141
A000284914,A000284914,348.0,Not_Available,JetBrainsGBP,141
A000284931,A000284931,186.0,Not_Available,JetBrainsGBP,141
A000285057,A000285057,528.0,Not_Available,JetBrainsGBP,141
A000285763,A000285763,28.0,Not_Available,JetBrainsGBP,141
A000285832,A000285832,1050.0,Not_Available,JetBrainsGBP,141
A000286341,A000286341,428.0,Not_Available,JetBrainsGBP,141
A000286574,A000286574,300.0,Not_Available,JetBrainsGBP,141
A000286804,A000286804,428.0,Not_Available,JetBrainsGBP,141
A000286815,A000286815,220.0,Not_Available,JetBrainsGBP,141
A000287289,A000287289,180.0,Not_Available,JetBrainsGBP,141
A000287660,A000287660,292.0,Not_Available,JetBrainsGBP,141
A000287667,A000287667,540.0,Not_Available,JetBrainsGBP,141
A000288347,A000288347,250.0,Not_Available,JetBrainsGBP,141
A000288410,A000288410,140.0,Not_Available,JetBrainsGBP,141
A000288554,A000288554,598.0,Not_Available,JetBrainsGBP,141
A000289639,A000289639,70.0,Not_Available,JetBrainsGBP,141
A000289769,A000289769,50.0,Not_Available,JetBrainsGBP,141
A000290296,A000290296,490.0,Not_Available,JetBrainsGBP,141
A000290565,A000290565,480.0,Not_Available,JetBrainsGBP,141
A000291217,A000291217,390.0,Not_Available,JetBrainsGBP,141
A000291774,A000291774,394.0,Not_Available,JetBrainsGBP,141
A000292045,A000292045,300.0,Not_Available,JetBrainsGBP,141
A000292074,A000292074,290.0,Not_Available,JetBrainsGBP,141
A000292893,A000292893,545.0,Not_Available,JetBrainsGBP,141
A000293132,A000293132,156.0,Not_Available,JetBrainsGBP,141
A000293407,A000293407,100.0,Not_Available,JetBrainsGBP,141
A000293787,A000293787,845.0,Not_Available,JetBrainsGBP,141
A000293816,A000293816,395.0,Not_Available,JetBrainsGBP,141
A000293974,A000293974,669.0,Not_Available,JetBrainsGBP,141
A000295320,A000295320,488.0,Not_Available,JetBrainsGBP,141
A000295671,A000295671,330.0,Not_Available,JetBrainsGBP,141
A000295942,A000295942,314.0,Not_Available,JetBrainsGBP,141
A000295993,A000295993,42.0,Not_Available,JetBrainsGBP,141
A000296189,A000296189,84.0,Not_Available,JetBrainsGBP,141
A000297703,A000297703,70.0,Not_Available,JetBrainsGBP,141
A000298758,A000298758,554.0,Not_Available,JetBrainsGBP,141
A000299371,A000299371,130.0,Not_Available,JetBrainsGBP,141
A000300234,A000300234,926.0,Not_Available,JetBrainsGBP,141
C000000531,C000000531,102.0,Not_Available,JetBrainsGBP,141
C000000571,C000000571,1040.0,Not_Available,JetBrainsGBP,141
C000002102,C000002102,140.0,Not_Available,JetBrainsGBP,141
C000002239,C000002239,268.0,Not_Available,JetBrainsGBP,141
C000003730,C000003730,134.0,Not_Available,JetBrainsGBP,141
C000003916,C000003916,260.0,Not_Available,JetBrainsGBP,141
C000004293,C000004293,385.0,Not_Available,JetBrainsGBP,141
C000004776,C000004776,140.0,Not_Available,JetBrainsGBP,141
C000004786,C000004786,820.0,Not_Available,JetBrainsGBP,141
C000005117,C000005117,500.0,Not_Available,JetBrainsGBP,141
C000005567,C000005567,530.0,Not_Available,JetBrainsGBP,141
C000006389,C000006389,620.0,Not_Available,JetBrainsGBP,141
C000006722,C000006722,200.0,Not_Available,JetBrainsGBP,141
C000006802,C000006802,360.0,Not_Available,JetBrainsGBP,141
C000007190,C000007190,70.0,Not_Available,JetBrainsGBP,141
C000007211,C000007211,154.0,Not_Available,JetBrainsGBP,141
C000009310,C000009310,146.0,Not_Available,JetBrainsGBP,141
C000010174,C000010174,600.0,Not_Available,JetBrainsGBP,141
C000010310,C000010310,160.0,Not_Available,JetBrainsGBP,141
C000010553,C000010553,539.0,Not_Available,JetBrainsGBP,141
C000011023,C000011023,246.0,Not_Available,JetBrainsGBP,141
C000011767,C000011767,645.0,Not_Available,JetBrainsGBP,141
C000011943,C000011943,400.0,Not_Available,JetBrainsGBP,141
C000011992,C000011992,555.0,Not_Available,JetBrainsGBP,141
C000013349,C000013349,163.0,Not_Available,JetBrainsGBP,141
C000013753,C000013753,432.0,Not_Available,JetBrainsGBP,141
C000013913,C000013913,645.0,Not_Available,JetBrainsGBP,141
C000015051,C000015051,534.0,Not_Available,JetBrainsGBP,141
C000015152,C000015152,98.0,Not_Available,JetBrainsGBP,141
C000016222,C000016222,184.0,Not_Available,JetBrainsGBP,141
C000016809,C000016809,140.0,Not_Available,JetBrainsGBP,141
C000017118,C000017118,100.0,Not_Available,JetBrainsGBP,141
C000017368,C000017368,670.0,Not_Available,JetBrainsGBP,141
C000017526,C000017526,450.0,Not_Available,JetBrainsGBP,141
C000018072,C000018072,126.0,Not_Available,JetBrainsGBP,141
C000019001,C000019001,600.0,Not_Available,JetBrainsGBP,141
C000019082,C000019082,140.0,Not_Available,JetBrainsGBP,141
C000020924,C000020924,120.0,Not_Available,JetBrainsGBP,141
C000021358,C000021358,120.0,Not_Available,JetBrainsGBP,141
C000021567,C000021567,650.0,Not_Available,JetBrainsGBP,141
C000021610,C000021610,970.0,Not_Available,JetBrainsGBP,141
C000021754,C000021754,542.0,Not_Available,JetBrainsGBP,141
C000022044,C000022044,450.0,Not_Available,JetBrainsGBP,141
C000022046,C000022046,140.0,Not_Available,JetBrainsGBP,141
C000022280,C000022280,455.0,Not_Available,JetBrainsGBP,141
C000023624,C000023624,160.0,Not_Available,JetBrainsGBP,141
C000025315,C000025315,338.0,Not_Available,JetBrainsGBP,141
C000025325,C000025325,256.0,Not_Available,JetBrainsGBP,141
C000025341,C000025341,220.0,Not_Available,JetBrainsGBP,141
C000027070,C000027070,320.0,Not_Available,JetBrainsGBP,141
C000027081,C000027081,280.0,Not_Available,JetBrainsGBP,141
C000027166,C000027166,160.0,Not_Available,JetBrainsGBP,141
C000028327,C000028327,665.0,Not_Available,JetBrainsGBP,141
C000028520,C000028520,350.0,Not_Available,JetBrainsGBP,141
C000029268,C000029268,200.0,Not_Available,JetBrainsGBP,141
C000029435,C000029435,450.0,Not_Available,JetBrainsGBP,141
C000030060,C000030060,325.0,Not_Available,JetBrainsGBP,141
C000030170,C000030170,520.0,Not_Available,JetBrainsGBP,141
C000030207,C000030207,626.0,Not_Available,JetBrainsGBP,141
C000030494,C000030494,112.0,Not_Available,JetBrainsGBP,141
C000030820,C000030820,650.0,Not_Available,JetBrainsGBP,141
C000030904,C000030904,170.0,Not_Available,JetBrainsGBP,141
C000031387,C000031387,757.0,Not_Available,JetBrainsGBP,141
C000031447,C000031447,550.0,Not_Available,JetBrainsGBP,141
C000031660,C000031660,360.0,Not_Available,JetBrainsGBP,141
C000031763,C000031763,370.0,Not_Available,JetBrainsGBP,141
C000032080,C000032080,251.0,Not_Available,JetBrainsGBP,141
C000032116,C000032116,180.0,Not_Available,JetBrainsGBP,141
C000032359,C000032359,774.0,Not_Available,JetBrainsGBP,141
C000032682,C000032682,50.0,Not_Available,JetBrainsGBP,141
C000032718,C000032718,98.0,Not_Available,JetBrainsGBP,141
C000033334,C000033334,600.0,Not_Available,JetBrainsGBP,141
C000033340,C000033340,570.0,Not_Available,JetBrainsGBP,141
C000033351,C000033351,278.0,Not_Available,JetBrainsGBP,141
C000034166,C000034166,100.0,Not_Available,JetBrainsGBP,141
C000034618,C000034618,200.0,Not_Available,JetBrainsGBP,141
C000035487,C000035487,226.0,Not_Available,JetBrainsGBP,141
C000036957,C000036957,410.0,Not_Available,JetBrainsGBP,141
C000037417,C000037417,750.0,Not_Available,JetBrainsGBP,141
C000037526,C000037526,100.0,Not_Available,JetBrainsGBP,141
C000037966,C000037966,380.0,Not_Available,JetBrainsGBP,141
C000038049,C000038049,398.0,Not_Available,JetBrainsGBP,141
C000038200,C000038200,270.0,Not_Available,JetBrainsGBP,141
C000038297,C000038297,154.0,Not_Available,JetBrainsGBP,141
C000038450,C000038450,400.0,Not_Available,JetBrainsGBP,141
C000038467,C000038467,570.0,Not_Available,JetBrainsGBP,141
C000038575,C000038575,696.0,Not_Available,JetBrainsGBP,141
C000039568,C000039568,210.0,Not_Available,JetBrainsGBP,141
C000039649,C000039649,662.0,Not_Available,JetBrainsGBP,141
C000039738,C000039738,390.0,Not_Available,JetBrainsGBP,141
C000039872,C000039872,20.0,Not_Available,JetBrainsGBP,141
C000040565,C000040565,600.0,Not_Available,JetBrainsGBP,141
C000040874,C000040874,84.0,Not_Available,JetBrainsGBP,141
C000041691,C000041691,85.0,Not_Available,JetBrainsGBP,141
C000041698,C000041698,146.0,Not_Available,JetBrainsGBP,141
C000041703,C000041703,300.0,Not_Available,JetBrainsGBP,141
C000042140,C000042140,60.0,Not_Available,JetBrainsGBP,141
C000042799,C000042799,737.0,Not_Available,JetBrainsGBP,141
C000042851,C000042851,350.0,Not_Available,JetBrainsGBP,141
C000043332,C000043332,140.0,Not_Available,JetBrainsGBP,141
C000043590,C000043590,84.0,Not_Available,JetBrainsGBP,141
C000043729,C000043729,1055.0,Not_Available,JetBrainsGBP,141
C000045441,C000045441,176.0,Not_Available,JetBrainsGBP,141
C000046079,C000046079,400.0,Not_Available,JetBrainsGBP,141
C000046286,C000046286,50.0,Not_Available,JetBrainsGBP,141
C000046626,C000046626,400.0,Not_Available,JetBrainsGBP,141
C000047119,C000047119,315.0,Not_Available,JetBrainsGBP,141
C000047534,C000047534,80.0,Not_Available,JetBrainsGBP,141
C000048509,C000048509,350.0,Not_Available,JetBrainsGBP,141
C000049421,C000049421,70.0,Not_Available,JetBrainsGBP,141
C000049603,C000049603,370.0,Not_Available,JetBrainsGBP,141
C000050116,C000050116,590.0,Not_Available,JetBrainsGBP,141
C000050965,C000050965,655.0,Not_Available,JetBrainsGBP,141
C000051677,C000051677,42.0,Not_Available,JetBrainsGBP,141
C000053085,C000053085,170.0,Not_Available,JetBrainsGBP,141
C000053608,C000053608,692.0,Not_Available,JetBrainsGBP,141
C000056169,C000056169,505.0,Not_Available,JetBrainsGBP,141
C000056683,C000056683,142.0,Not_Available,JetBrainsGBP,141
C000056722,C000056722,270.0,Not_Available,JetBrainsGBP,141
C000057376,C000057376,144.0,Not_Available,JetBrainsGBP,141
C000057483,C000057483,412.0,Not_Available,JetBrainsGBP,141
C000057667,C000057667,276.0,Not_Available,JetBrainsGBP,141
C000057776,C000057776,60.0,Not_Available,JetBrainsGBP,141
C000058211,C000058211,128.0,Not_Available,JetBrainsGBP,141
C000059068,C000059068,500.0,Not_Available,JetBrainsGBP,141
C000059429,C000059429,381.0,Not_Available,JetBrainsGBP,141
C000059923,C000059923,575.0,Not_Available,JetBrainsGBP,141
C000059930,C000059930,112.0,Not_Available,JetBrainsGBP,141
C000060031,C000060031,635.0,Not_Available,JetBrainsGBP,141
C000060305,C000060305,209.0,Not_Available,JetBrainsGBP,141
C000060319,C000060319,416.0,Not_Available,JetBrainsGBP,141
C000060634,C000060634,76.0,Not_Available,JetBrainsGBP,141
C000060873,C000060873,326.0,Not_Available,JetBrainsGBP,141
C000061016,C000061016,200.0,Not_Available,JetBrainsGBP,141
C000061142,C000061142,14.0,Not_Available,JetBrainsGBP,141
C000061326,C000061326,180.0,Not_Available,JetBrainsGBP,141
C000061994,C000061994,400.0,Not_Available,JetBrainsGBP,141
C000062048,C000062048,56.0,Not_Available,JetBrainsGBP,141
C000062459,C000062459,700.0,Not_Available,JetBrainsGBP,141
C000063485,C000063485,514.0,Not_Available,JetBrainsGBP,141
C000065062,C000065062,306.0,Not_Available,JetBrainsGBP,141
C000065544,C000065544,260.0,Not_Available,JetBrainsGBP,141
C000066571,C000066571,615.0,Not_Available,JetBrainsGBP,141
C000067066,C000067066,56.0,Not_Available,JetBrainsGBP,141
C000067591,C000067591,104.0,Not_Available,JetBrainsGBP,141
C000067691,C000067691,245.0,Not_Available,JetBrainsGBP,141
C000068073,C000068073,165.0,Not_Available,JetBrainsGBP,141
C000068120,C000068120,112.0,Not_Available,JetBrainsGBP,141
C000068518,C000068518,160.0,Not_Available,JetBrainsGBP,141
C000070461,C000070461,300.0,Not_Available,JetBrainsGBP,141
C000071705,C000071705,360.0,Not_Available,JetBrainsGBP,141
C000072333,C000072333,214.0,Not_Available,JetBrainsGBP,141
C000076486,C000076486,1105.0,Not_Available,JetBrainsGBP,141
C000078393,C000078393,180.0,Not_Available,JetBrainsGBP,141
C000078701,C000078701,214.0,Not_Available,JetBrainsGBP,141
C000080169,C000080169,192.0,Not_Available,JetBrainsGBP,141
C000080474,C000080474,120.0,Not_Available,JetBrainsGBP,141
C000081070,C000081070,192.0,Not_Available,JetBrainsGBP,141
C000082227,C000082227,456.0,Not_Available,JetBrainsGBP,141
C000083165,C000083165,605.0,Not_Available,JetBrainsGBP,141
C000083302,C000083302,360.0,Not_Available,JetBrainsGBP,141
C000083462,C000083462,350.0,Not_Available,JetBrainsGBP,141
C000083919,C000083919,560.0,Not_Available,JetBrainsGBP,141
C000084711,C000084711,320.0,Not_Available,JetBrainsGBP,141
C000084917,C000084917,280.0,Not_Available,JetBrainsGBP,141
C000085154,C000085154,520.0,Not_Available,JetBrainsGBP,141
C000085561,C000085561,867.0,Not_Available,JetBrainsGBP,141
C000085782,C000085782,120.0,Not_Available,JetBrainsGBP,141
C000086025,C000086025,534.0,Not_Available,JetBrainsGBP,141
C000086486,C000086486,98.0,Not_Available,JetBrainsGBP,141
C000086885,C000086885,410.0,Not_Available,JetBrainsGBP,141
C000087429,C000087429,170.0,Not_Available,JetBrainsGBP,141
C000088077,C000088077,168.0,Not_Available,JetBrainsGBP,141
C000088909,C000088909,338.0,Not_Available,JetBrainsGBP,141
C000089128,C000089128,74.0,Not_Available,JetBrainsGBP,141
C000089129,C000089129,42.0,Not_Available,JetBrainsGBP,141
C000089264,C000089264,100.0,Not_Available,JetBrainsGBP,141
C000089300,C000089300,300.0,Not_Available,JetBrainsGBP,141
C000090443,C000090443,450.0,Not_Available,JetBrainsGBP,141
C000090735,C000090735,300.0,Not_Available,JetBrainsGBP,141
C000090819,C000090819,540.0,Not_Available,JetBrainsGBP,141
C000090890,C000090890,112.0,Not_Available,JetBrainsGBP,141
C000091159,C000091159,640.0,Not_Available,JetBrainsGBP,141
C000091201,C000091201,1010.0,Not_Available,JetBrainsGBP,141
C000093285,C000093285,68.0,Not_Available,JetBrainsGBP,141
C000093353,C000093353,655.0,Not_Available,JetBrainsGBP,141
C000093398,C000093398,60.0,Not_Available,JetBrainsGBP,141
C000093527,C000093527,279.0,Not_Available,JetBrainsGBP,141
C000093890,C000093890,140.0,Not_Available,JetBrainsGBP,141
C000094126,C000094126,160.0,Not_Available,JetBrainsGBP,141
C000094271,C000094271,555.0,Not_Available,JetBrainsGBP,141
C000094642,C000094642,418.0,Not_Available,JetBrainsGBP,141
C000094793,C000094793,450.0,Not_Available,JetBrainsGBP,141
C000095323,C000095323,276.0,Not_Available,JetBrainsGBP,141
C000095542,C000095542,550.0,Not_Available,JetBrainsGBP,141
C000095885,C000095885,154.0,Not_Available,JetBrainsGBP,141
C000095952,C000095952,180.0,Not_Available,JetBrainsGBP,141
C000095973,C000095973,176.0,Not_Available,JetBrainsGBP,141
C000096001,C000096001,415.0,Not_Available,JetBrainsGBP,141
C000096977,C000096977,166.0,Not_Available,JetBrainsGBP,141
C000097141,C000097141,172.0,Not_Available,JetBrainsGBP,141
C000097232,C000097232,20.0,Not_Available,JetBrainsGBP,141
C000097353,C000097353,240.0,Not_Available,JetBrainsGBP,141
C000098143,C000098143,1062.0,Not_Available,JetBrainsGBP,141
C000098309,C000098309,295.0,Not_Available,JetBrainsGBP,141
C000098404,C000098404,242.0,Not_Available,JetBrainsGBP,141
C000098410,C000098410,140.0,Not_Available,JetBrainsGBP,141
C000098669,C000098669,450.0,Not_Available,JetBrainsGBP,141
C000099125,C000099125,84.0,Not_Available,JetBrainsGBP,141
C000100221,C000100221,298.0,Not_Available,JetBrainsGBP,141
C000100224,C000100224,120.0,Not_Available,JetBrainsGBP,141
C000100859,C000100859,312.0,Not_Available,JetBrainsGBP,141
C000101825,C000101825,595.0,Not_Available,JetBrainsGBP,141
C000101922,C000101922,84.0,Not_Available,JetBrainsGBP,141
C000103191,C000103191,200.0,Not_Available,JetBrainsGBP,141
C000103316,C000103316,250.0,Not_Available,JetBrainsGBP,141
C000103828,C000103828,134.0,Not_Available,JetBrainsGBP,141
C000104078,C000104078,390.0,Not_Available,JetBrainsGBP,141
C000104794,C000104794,326.0,Not_Available,JetBrainsGBP,141
C000105133,C000105133,812.0,Not_Available,JetBrainsGBP,141
C000106426,C000106426,765.0,Not_Available,JetBrainsGBP,141
C000106952,C000106952,200.0,Not_Available,JetBrainsGBP,141
C000107063,C000107063,188.0,Not_Available,JetBrainsGBP,141
C000107242,C000107242,492.0,Not_Available,JetBrainsGBP,141
C000107421,C000107421,646.0,Not_Available,JetBrainsGBP,141
C000108079,C000108079,278.0,Not_Available,JetBrainsGBP,141
C000108160,C000108160,140.0,Not_Available,JetBrainsGBP,141
C000109654,C000109654,300.0,Not_Available,JetBrainsGBP,141
C000110173,C000110173,910.0,Not_Available,JetBrainsGBP,141
C000110201,C000110201,280.0,Not_Available,JetBrainsGBP,141
C000110423,C000110423,250.0,Not_Available,JetBrainsGBP,141
