ORDER_REF_index,ORDER_REF,GROSS,Total_in_netsuite,merchant_account,batch_number
A000109824,A000109824,420.0,Not_Available,JetBrainsAmericasUSD,141
A000109863,A000109863,200.0,Not_Available,JetBrainsAmericasUSD,141
A000109940,A000109940,600.0,Not_Available,JetBrainsAmericasUSD,141
A000109963,A000109963,150.0,Not_Available,JetBrainsAmericasUSD,141
A000109989,A000109989,140.0,Not_Available,JetBrainsAmericasUSD,141
A000109996,A000109996,785.0,Not_Available,JetBrainsAmericasUSD,141
A000109998,A000109998,188.0,Not_Available,JetBrainsAmericasUSD,141
A000110008,A000110008,660.0,Not_Available,JetBrainsAmericasUSD,141
A000110011,A000110011,100.0,Not_Available,JetBrainsAmericasUSD,141
A000110043,A000110043,650.0,Not_Available,JetBrainsAmericasUSD,141
A000110044,A000110044,224.0,Not_Available,JetBrainsAmericasUSD,141
A000110048,A000110048,580.0,Not_Available,JetBrainsAmericasUSD,141
A000110050,A000110050,562.0,Not_Available,JetBrainsAmericasUSD,141
A000110150,A000110150,683.0,Not_Available,JetBrainsAmericasUSD,141
A000110370,A000110370,382.0,Not_Available,JetBrainsAmericasUSD,141
A000110459,A000110459,350.0,Not_Available,JetBrainsAmericasUSD,141
A000110461,A000110461,100.0,Not_Available,JetBrainsAmericasUSD,141
A000110595,A000110595,210.0,Not_Available,JetBrainsAmericasUSD,141
A000110639,A000110639,250.0,Not_Available,JetBrainsAmericasUSD,141
A000110640,A000110640,1250.0,Not_Available,JetBrainsAmericasUSD,141
A000110650,A000110650,600.0,Not_Available,JetBrainsAmericasUSD,141
A000110670,A000110670,640.0,Not_Available,JetBrainsAmericasUSD,141
A000110694,A000110694,688.0,Not_Available,JetBrainsAmericasUSD,141
A000110713,A000110713,195.0,Not_Available,JetBrainsAmericasUSD,141
A000110732,A000110732,370.0,Not_Available,JetBrainsAmericasUSD,141
A000110739,A000110739,246.0,Not_Available,JetBrainsAmericasUSD,141
A000110865,A000110865,370.0,Not_Available,JetBrainsAmericasUSD,141
A000110867,A000110867,450.0,Not_Available,JetBrainsAmericasUSD,141
A000110890,A000110890,306.0,Not_Available,JetBrainsAmericasUSD,141
A000110898,A000110898,408.0,Not_Available,JetBrainsAmericasUSD,141
A000110971,A000110971,28.0,Not_Available,JetBrainsAmericasUSD,141
A000111107,A000111107,130.0,Not_Available,JetBrainsAmericasUSD,141
A000111129,A000111129,595.0,Not_Available,JetBrainsAmericasUSD,141
A000111141,A000111141,266.0,Not_Available,JetBrainsAmericasUSD,141
A000111166,A000111166,420.0,Not_Available,JetBrainsAmericasUSD,141
A000111173,A000111173,200.0,Not_Available,JetBrainsAmericasUSD,141
A000111192,A000111192,700.0,Not_Available,JetBrainsAmericasUSD,141
A000111214,A000111214,166.0,Not_Available,JetBrainsAmericasUSD,141
A000111239,A000111239,450.0,Not_Available,JetBrainsAmericasUSD,141
A000111264,A000111264,600.0,Not_Available,JetBrainsAmericasUSD,141
A000111355,A000111355,42.0,Not_Available,JetBrainsAmericasUSD,141
A000111378,A000111378,680.0,Not_Available,JetBrainsAmericasUSD,141
A000111383,A000111383,400.0,Not_Available,JetBrainsAmericasUSD,141
A000111431,A000111431,112.0,Not_Available,JetBrainsAmericasUSD,141
A000111482,A000111482,360.0,Not_Available,JetBrainsAmericasUSD,141
A000111530,A000111530,168.0,Not_Available,JetBrainsAmericasUSD,141
A000111707,A000111707,150.0,Not_Available,JetBrainsAmericasUSD,141
A000111719,A000111719,28.0,Not_Available,JetBrainsAmericasUSD,141
A000111739,A000111739,20.0,Not_Available,JetBrainsAmericasUSD,141
A000111757,A000111757,100.0,Not_Available,JetBrainsAmericasUSD,141
A000111765,A000111765,375.0,Not_Available,JetBrainsAmericasUSD,141
A000111905,A000111905,40.0,Not_Available,JetBrainsAmericasUSD,141
A000111953,A000111953,20.0,Not_Available,JetBrainsAmericasUSD,141
A000112013,A000112013,100.0,Not_Available,JetBrainsAmericasUSD,141
A000112090,A000112090,168.0,Not_Available,JetBrainsAmericasUSD,141
A000112093,A000112093,80.0,Not_Available,JetBrainsAmericasUSD,141
A000112113,A000112113,515.0,Not_Available,JetBrainsAmericasUSD,141
A000112118,A000112118,400.0,Not_Available,JetBrainsAmericasUSD,141
A000112120,A000112120,410.0,Not_Available,JetBrainsAmericasUSD,141
A000112199,A000112199,126.0,Not_Available,JetBrainsAmericasUSD,141
A000112209,A000112209,170.0,Not_Available,JetBrainsAmericasUSD,141
A000112210,A000112210,600.0,Not_Available,JetBrainsAmericasUSD,141
A000112223,A000112223,450.0,Not_Available,JetBrainsAmericasUSD,141
A000112262,A000112262,750.0,Not_Available,JetBrainsAmericasUSD,141
A000112263,A000112263,360.0,Not_Available,JetBrainsAmericasUSD,141
A000112307,A000112307,126.0,Not_Available,JetBrainsAmericasUSD,141
A000112410,A000112410,630.0,Not_Available,JetBrainsAmericasUSD,141
A000112479,A000112479,186.0,Not_Available,JetBrainsAmericasUSD,141
A000112522,A000112522,220.0,Not_Available,JetBrainsAmericasUSD,141
A000112534,A000112534,380.0,Not_Available,JetBrainsAmericasUSD,141
A000112537,A000112537,140.0,Not_Available,JetBrainsAmericasUSD,141
A000112556,A000112556,200.0,Not_Available,JetBrainsAmericasUSD,141
A000112580,A000112580,251.0,Not_Available,JetBrainsAmericasUSD,141
A000112597,A000112597,180.0,Not_Available,JetBrainsAmericasUSD,141
A000112629,A000112629,810.0,Not_Available,JetBrainsAmericasUSD,141
A000112716,A000112716,164.0,Not_Available,JetBrainsAmericasUSD,141
A000112747,A000112747,100.0,Not_Available,JetBrainsAmericasUSD,141
A000112877,A000112877,14.0,Not_Available,JetBrainsAmericasUSD,141
A000112980,A000112980,795.0,Not_Available,JetBrainsAmericasUSD,141
A000113163,A000113163,342.0,Not_Available,JetBrainsAmericasUSD,141
A000113234,A000113234,478.0,Not_Available,JetBrainsAmericasUSD,141
A000113326,A000113326,168.0,Not_Available,JetBrainsAmericasUSD,141
A000113360,A000113360,562.0,Not_Available,JetBrainsAmericasUSD,141
A000113364,A000113364,755.0,Not_Available,JetBrainsAmericasUSD,141
A000113483,A000113483,200.0,Not_Available,JetBrainsAmericasUSD,141
A000113612,A000113612,825.0,Not_Available,JetBrainsAmericasUSD,141
A000113640,A000113640,1212.0,Not_Available,JetBrainsAmericasUSD,141
A000113835,A000113835,460.0,Not_Available,JetBrainsAmericasUSD,141
A000113854,A000113854,240.0,Not_Available,JetBrainsAmericasUSD,141
A000113872,A000113872,70.0,Not_Available,JetBrainsAmericasUSD,141
A000113930,A000113930,90.0,Not_Available,JetBrainsAmericasUSD,141
A000114025,A000114025,70.0,Not_Available,JetBrainsAmericasUSD,141
A000114033,A000114033,280.0,Not_Available,JetBrainsAmericasUSD,141
A000114047,A000114047,140.0,Not_Available,JetBrainsAmericasUSD,141
A000114120,A000114120,716.0,Not_Available,JetBrainsAmericasUSD,141
A000114122,A000114122,326.0,Not_Available,JetBrainsAmericasUSD,141
A000114124,A000114124,845.0,Not_Available,JetBrainsAmericasUSD,141
A000114259,A000114259,112.0,Not_Available,JetBrainsAmericasUSD,141
A000114265,A000114265,50.0,Not_Available,JetBrainsAmericasUSD,141
A000114281,A000114281,112.0,Not_Available,JetBrainsAmericasUSD,141
A000114282,A000114282,700.0,Not_Available,JetBrainsAmericasUSD,141
A000114408,A000114408,1000.0,Not_Available,JetBrainsAmericasUSD,141
A000114467,A000114467,300.0,Not_Available,JetBrainsAmericasUSD,141
A000114477,A000114477,154.0,Not_Available,JetBrainsAmericasUSD,141
A000114585,A000114585,310.0,Not_Available,JetBrainsAmericasUSD,141
A000114645,A000114645,734.0,Not_Available,JetBrainsAmericasUSD,141
A000114654,A000114654,468.0,Not_Available,JetBrainsAmericasUSD,141
A000114673,A000114673,140.0,Not_Available,JetBrainsAmericasUSD,141
A000114820,A000114820,320.0,Not_Available,JetBrainsAmericasUSD,141
A000114860,A000114860,610.0,Not_Available,JetBrainsAmericasUSD,141
A000114884,A000114884,660.0,Not_Available,JetBrainsAmericasUSD,141
A000114898,A000114898,450.0,Not_Available,JetBrainsAmericasUSD,141
A000114903,A000114903,1020.0,Not_Available,JetBrainsAmericasUSD,141
A000114973,A000114973,200.0,Not_Available,JetBrainsAmericasUSD,141
A000115003,A000115003,260.0,Not_Available,JetBrainsAmericasUSD,141
A000115032,A000115032,290.0,Not_Available,JetBrainsAmericasUSD,141
A000115108,A000115108,74.0,Not_Available,JetBrainsAmericasUSD,141
A000115136,A000115136,380.0,Not_Available,JetBrainsAmericasUSD,141
A000115167,A000115167,270.0,Not_Available,JetBrainsAmericasUSD,141
A000115207,A000115207,250.0,Not_Available,JetBrainsAmericasUSD,141
A000115319,A000115319,350.0,Not_Available,JetBrainsAmericasUSD,141
A000115346,A000115346,706.0,Not_Available,JetBrainsAmericasUSD,141
A000115466,A000115466,660.0,Not_Available,JetBrainsAmericasUSD,141
A000115479,A000115479,500.0,Not_Available,JetBrainsAmericasUSD,141
A000115484,A000115484,620.0,Not_Available,JetBrainsAmericasUSD,141
A000115528,A000115528,495.0,Not_Available,JetBrainsAmericasUSD,141
A000115561,A000115561,112.0,Not_Available,JetBrainsAmericasUSD,141
A000115600,A000115600,240.0,Not_Available,JetBrainsAmericasUSD,141
A000115641,A000115641,1020.0,Not_Available,JetBrainsAmericasUSD,141
A000115653,A000115653,500.0,Not_Available,JetBrainsAmericasUSD,141
A000115659,A000115659,330.0,Not_Available,JetBrainsAmericasUSD,141
A000115665,A000115665,510.0,Not_Available,JetBrainsAmericasUSD,141
A000115670,A000115670,104.0,Not_Available,JetBrainsAmericasUSD,141
A000115706,A000115706,626.0,Not_Available,JetBrainsAmericasUSD,141
A000115814,A000115814,240.0,Not_Available,JetBrainsAmericasUSD,141
A000115821,A000115821,800.0,Not_Available,JetBrainsAmericasUSD,141
A000115863,A000115863,370.0,Not_Available,JetBrainsAmericasUSD,141
A000115898,A000115898,385.0,Not_Available,JetBrainsAmericasUSD,141
A000115917,A000115917,200.0,Not_Available,JetBrainsAmericasUSD,141
A000115928,A000115928,715.0,Not_Available,JetBrainsAmericasUSD,141
A000115944,A000115944,1020.0,Not_Available,JetBrainsAmericasUSD,141
A000115957,A000115957,140.0,Not_Available,JetBrainsAmericasUSD,141
A000115960,A000115960,510.0,Not_Available,JetBrainsAmericasUSD,141
A000116078,A000116078,212.0,Not_Available,JetBrainsAmericasUSD,141
A000116082,A000116082,358.0,Not_Available,JetBrainsAmericasUSD,141
A000116132,A000116132,630.0,Not_Available,JetBrainsAmericasUSD,141
A000116213,A000116213,450.0,Not_Available,JetBrainsAmericasUSD,141
A000116242,A000116242,280.0,Not_Available,JetBrainsAmericasUSD,141
A000116256,A000116256,710.0,Not_Available,JetBrainsAmericasUSD,141
A000116259,A000116259,695.0,Not_Available,JetBrainsAmericasUSD,141
A000116289,A000116289,460.0,Not_Available,JetBrainsAmericasUSD,141
A000116572,A000116572,298.0,Not_Available,JetBrainsAmericasUSD,141
A000116595,A000116595,182.0,Not_Available,JetBrainsAmericasUSD,141
A000116647,A000116647,585.0,Not_Available,JetBrainsAmericasUSD,141
A000116677,A000116677,650.0,Not_Available,JetBrainsAmericasUSD,141
A000116707,A000116707,300.0,Not_Available,JetBrainsAmericasUSD,141
A000116742,A000116742,270.0,Not_Available,JetBrainsAmericasUSD,141
A000116760,A000116760,326.0,Not_Available,JetBrainsAmericasUSD,141
A000116781,A000116781,224.0,Not_Available,JetBrainsAmericasUSD,141
A000116784,A000116784,244.0,Not_Available,JetBrainsAmericasUSD,141
A000116822,A000116822,462.0,Not_Available,JetBrainsAmericasUSD,141
A000116843,A000116843,390.0,Not_Available,JetBrainsAmericasUSD,141
A000116847,A000116847,600.0,Not_Available,JetBrainsAmericasUSD,141
A000116920,A000116920,570.0,Not_Available,JetBrainsAmericasUSD,141
A000116922,A000116922,920.0,Not_Available,JetBrainsAmericasUSD,141
A000116963,A000116963,650.0,Not_Available,JetBrainsAmericasUSD,141
A000117023,A000117023,200.0,Not_Available,JetBrainsAmericasUSD,141
A000117040,A000117040,84.0,Not_Available,JetBrainsAmericasUSD,141
A000117090,A000117090,820.0,Not_Available,JetBrainsAmericasUSD,141
A000117148,A000117148,170.0,Not_Available,JetBrainsAmericasUSD,141
A000117163,A000117163,300.0,Not_Available,JetBrainsAmericasUSD,141
A000117202,A000117202,124.0,Not_Available,JetBrainsAmericasUSD,141
A000117241,A000117241,126.0,Not_Available,JetBrainsAmericasUSD,141
A000117453,A000117453,310.0,Not_Available,JetBrainsAmericasUSD,141
A000117461,A000117461,40.0,Not_Available,JetBrainsAmericasUSD,141
A000117525,A000117525,250.0,Not_Available,JetBrainsAmericasUSD,141
A000117541,A000117541,65.0,Not_Available,JetBrainsAmericasUSD,141
A000117567,A000117567,228.0,Not_Available,JetBrainsAmericasUSD,141
A000117570,A000117570,432.0,Not_Available,JetBrainsAmericasUSD,141
A000117582,A000117582,1125.0,Not_Available,JetBrainsAmericasUSD,141
A000117614,A000117614,98.0,Not_Available,JetBrainsAmericasUSD,141
A000117671,A000117671,350.0,Not_Available,JetBrainsAmericasUSD,141
A000117690,A000117690,262.0,Not_Available,JetBrainsAmericasUSD,141
A000117806,A000117806,177.0,Not_Available,JetBrainsAmericasUSD,141
A000117935,A000117935,300.0,Not_Available,JetBrainsAmericasUSD,141
A000117999,A000117999,470.0,Not_Available,JetBrainsAmericasUSD,141
A000118009,A000118009,120.0,Not_Available,JetBrainsAmericasUSD,141
A000118088,A000118088,226.0,Not_Available,JetBrainsAmericasUSD,141
A000118323,A000118323,266.0,Not_Available,JetBrainsAmericasUSD,141
A000118400,A000118400,250.0,Not_Available,JetBrainsAmericasUSD,141
A000118429,A000118429,100.0,Not_Available,JetBrainsAmericasUSD,141
A000118518,A000118518,815.0,Not_Available,JetBrainsAmericasUSD,141
A000118533,A000118533,70.0,Not_Available,JetBrainsAmericasUSD,141
A000118553,A000118553,70.0,Not_Available,JetBrainsAmericasUSD,141
A000118567,A000118567,200.0,Not_Available,JetBrainsAmericasUSD,141
A000118580,A000118580,205.0,Not_Available,JetBrainsAmericasUSD,141
A000118616,A000118616,456.0,Not_Available,JetBrainsAmericasUSD,141
A000118658,A000118658,310.0,Not_Available,JetBrainsAmericasUSD,141
A000118701,A000118701,410.0,Not_Available,JetBrainsAmericasUSD,141
A000118713,A000118713,110.0,Not_Available,JetBrainsAmericasUSD,141
A000118714,A000118714,345.0,Not_Available,JetBrainsAmericasUSD,141
A000118766,A000118766,598.0,Not_Available,JetBrainsAmericasUSD,141
A000118861,A000118861,585.0,Not_Available,JetBrainsAmericasUSD,141
A000118873,A000118873,50.0,Not_Available,JetBrainsAmericasUSD,141
A000118902,A000118902,223.0,Not_Available,JetBrainsAmericasUSD,141
A000118985,A000118985,84.0,Not_Available,JetBrainsAmericasUSD,141
A000119053,A000119053,160.0,Not_Available,JetBrainsAmericasUSD,141
A000119114,A000119114,74.0,Not_Available,JetBrainsAmericasUSD,141
A000119136,A000119136,234.0,Not_Available,JetBrainsAmericasUSD,141
A000119143,A000119143,42.0,Not_Available,JetBrainsAmericasUSD,141
A000119300,A000119300,218.0,Not_Available,JetBrainsAmericasUSD,141
A000119316,A000119316,550.0,Not_Available,JetBrainsAmericasUSD,141
A000119344,A000119344,315.0,Not_Available,JetBrainsAmericasUSD,141
A000119429,A000119429,195.0,Not_Available,JetBrainsAmericasUSD,141
A000119486,A000119486,192.0,Not_Available,JetBrainsAmericasUSD,141
A000119508,A000119508,450.0,Not_Available,JetBrainsAmericasUSD,141
A000119513,A000119513,40.0,Not_Available,JetBrainsAmericasUSD,141
A000119535,A000119535,196.0,Not_Available,JetBrainsAmericasUSD,141
A000119609,A000119609,180.0,Not_Available,JetBrainsAmericasUSD,141
A000119728,A000119728,685.0,Not_Available,JetBrainsAmericasUSD,141
A000119762,A000119762,550.0,Not_Available,JetBrainsAmericasUSD,141
A000119780,A000119780,98.0,Not_Available,JetBrainsAmericasUSD,141
A000119951,A000119951,150.0,Not_Available,JetBrainsAmericasUSD,141
A000119967,A000119967,315.0,Not_Available,JetBrainsAmericasUSD,141
A000119970,A000119970,492.0,Not_Available,JetBrainsAmericasUSD,141
A000119988,A000119988,330.0,Not_Available,JetBrainsAmericasUSD,141
A000120021,A000120021,138.0,Not_Available,JetBrainsAmericasUSD,141
A000120089,A000120089,65.0,Not_Available,JetBrainsAmericasUSD,141
A000120159,A000120159,428.0,Not_Available,JetBrainsAmericasUSD,141
A000120173,A000120173,42.0,Not_Available,JetBrainsAmericasUSD,141
A000120191,A000120191,350.0,Not_Available,JetBrainsAmericasUSD,141
A000120200,A000120200,290.0,Not_Available,JetBrainsAmericasUSD,141
A000120230,A000120230,380.0,Not_Available,JetBrainsAmericasUSD,141
A000120261,A000120261,256.0,Not_Available,JetBrainsAmericasUSD,141
A000120330,A000120330,355.0,Not_Available,JetBrainsAmericasUSD,141
A000120454,A000120454,710.0,Not_Available,JetBrainsAmericasUSD,141
A000120585,A000120585,284.0,Not_Available,JetBrainsAmericasUSD,141
A000120604,A000120604,360.0,Not_Available,JetBrainsAmericasUSD,141
A000120616,A000120616,442.0,Not_Available,JetBrainsAmericasUSD,141
A000120655,A000120655,200.0,Not_Available,JetBrainsAmericasUSD,141
A000120667,A000120667,160.0,Not_Available,JetBrainsAmericasUSD,141
A000120680,A000120680,121.0,Not_Available,JetBrainsAmericasUSD,141
A000120767,A000120767,200.0,Not_Available,JetBrainsAmericasUSD,141
A000120819,A000120819,176.0,Not_Available,JetBrainsAmericasUSD,141
A000120901,A000120901,400.0,Not_Available,JetBrainsAmericasUSD,141
A000120908,A000120908,540.0,Not_Available,JetBrainsAmericasUSD,141
A000120931,A000120931,56.0,Not_Available,JetBrainsAmericasUSD,141
A000120943,A000120943,140.0,Not_Available,JetBrainsAmericasUSD,141
A000120974,A000120974,512.0,Not_Available,JetBrainsAmericasUSD,141
A000120980,A000120980,348.0,Not_Available,JetBrainsAmericasUSD,141
A000121000,A000121000,640.0,Not_Available,JetBrainsAmericasUSD,141
A000121036,A000121036,180.0,Not_Available,JetBrainsAmericasUSD,141
A000121092,A000121092,697.0,Not_Available,JetBrainsAmericasUSD,141
A000121118,A000121118,307.0,Not_Available,JetBrainsAmericasUSD,141
A000121126,A000121126,220.0,Not_Available,JetBrainsAmericasUSD,141
A000121183,A000121183,400.0,Not_Available,JetBrainsAmericasUSD,141
A000121198,A000121198,148.0,Not_Available,JetBrainsAmericasUSD,141
A000121268,A000121268,306.0,Not_Available,JetBrainsAmericasUSD,141
A000121362,A000121362,830.0,Not_Available,JetBrainsAmericasUSD,141
A000121443,A000121443,1050.0,Not_Available,JetBrainsAmericasUSD,141
A000121473,A000121473,790.0,Not_Available,JetBrainsAmericasUSD,141
A000121553,A000121553,80.0,Not_Available,JetBrainsAmericasUSD,141
A000121555,A000121555,100.0,Not_Available,JetBrainsAmericasUSD,141
A000121611,A000121611,495.0,Not_Available,JetBrainsAmericasUSD,141
A000121667,A000121667,250.0,Not_Available,JetBrainsAmericasUSD,141
A000121759,A000121759,50.0,Not_Available,JetBrainsAmericasUSD,141
A000121787,A000121787,126.0,Not_Available,JetBrainsAmericasUSD,141
A000121803,A000121803,76.0,Not_Available,JetBrainsAmericasUSD,141
A000121893,A000121893,128.0,Not_Available,JetBrainsAmericasUSD,141
A000121924,A000121924,300.0,Not_Available,JetBrainsAmericasUSD,141
A000121999,A000121999,120.0,Not_Available,JetBrainsAmericasUSD,141
A000122029,A000122029,100.0,Not_Available,JetBrainsAmericasUSD,141
A000122037,A000122037,190.0,Not_Available,JetBrainsAmericasUSD,141
A000122121,A000122121,114.0,Not_Available,JetBrainsAmericasUSD,141
A000122137,A000122137,150.0,Not_Available,JetBrainsAmericasUSD,141
A000122224,A000122224,362.0,Not_Available,JetBrainsAmericasUSD,141
A000122228,A000122228,226.0,Not_Available,JetBrainsAmericasUSD,141
A000122250,A000122250,204.0,Not_Available,JetBrainsAmericasUSD,141
A000122261,A000122261,20.0,Not_Available,JetBrainsAmericasUSD,141
A000122296,A000122296,550.0,Not_Available,JetBrainsAmericasUSD,141
A000122306,A000122306,360.0,Not_Available,JetBrainsAmericasUSD,141
A000122340,A000122340,640.0,Not_Available,JetBrainsAmericasUSD,141
A000122365,A000122365,80.0,Not_Available,JetBrainsAmericasUSD,141
A000122394,A000122394,290.0,Not_Available,JetBrainsAmericasUSD,141
A000122395,A000122395,60.0,Not_Available,JetBrainsAmericasUSD,141
A000122433,A000122433,300.0,Not_Available,JetBrainsAmericasUSD,141
A000122456,A000122456,328.0,Not_Available,JetBrainsAmericasUSD,141
A000122475,A000122475,180.0,Not_Available,JetBrainsAmericasUSD,141
A000122497,A000122497,450.0,Not_Available,JetBrainsAmericasUSD,141
A000122498,A000122498,170.0,Not_Available,JetBrainsAmericasUSD,141
A000122564,A000122564,168.0,Not_Available,JetBrainsAmericasUSD,141
A000122681,A000122681,20.0,Not_Available,JetBrainsAmericasUSD,141
A000122714,A000122714,360.0,Not_Available,JetBrainsAmericasUSD,141
A000122849,A000122849,42.0,Not_Available,JetBrainsAmericasUSD,141
A000122874,A000122874,680.0,Not_Available,JetBrainsAmericasUSD,141
A000122890,A000122890,168.0,Not_Available,JetBrainsAmericasUSD,141
A000122997,A000122997,540.0,Not_Available,JetBrainsAmericasUSD,141
A000123065,A000123065,20.0,Not_Available,JetBrainsAmericasUSD,141
A000123093,A000123093,446.0,Not_Available,JetBrainsAmericasUSD,141
A000123182,A000123182,830.0,Not_Available,JetBrainsAmericasUSD,141
A000123285,A000123285,711.0,Not_Available,JetBrainsAmericasUSD,141
A000123370,A000123370,680.0,Not_Available,JetBrainsAmericasUSD,141
A000123428,A000123428,850.0,Not_Available,JetBrainsAmericasUSD,141
A000123429,A000123429,200.0,Not_Available,JetBrainsAmericasUSD,141
A000123543,A000123543,200.0,Not_Available,JetBrainsAmericasUSD,141
A000123554,A000123554,950.0,Not_Available,JetBrainsAmericasUSD,141
A000123696,A000123696,354.0,Not_Available,JetBrainsAmericasUSD,141
A000123704,A000123704,205.0,Not_Available,JetBrainsAmericasUSD,141
A000123756,A000123756,309.0,Not_Available,JetBrainsAmericasUSD,141
A000123796,A000123796,626.0,Not_Available,JetBrainsAmericasUSD,141
A000123842,A000123842,320.0,Not_Available,JetBrainsAmericasUSD,141
A000123863,A000123863,130.0,Not_Available,JetBrainsAmericasUSD,141
A000124055,A000124055,300.0,Not_Available,JetBrainsAmericasUSD,141
A000124099,A000124099,200.0,Not_Available,JetBrainsAmericasUSD,141
A000124109,A000124109,28.0,Not_Available,JetBrainsAmericasUSD,141
A000124123,A000124123,450.0,Not_Available,JetBrainsAmericasUSD,141
A000124132,A000124132,250.0,Not_Available,JetBrainsAmericasUSD,141
A000124148,A000124148,365.0,Not_Available,JetBrainsAmericasUSD,141
A000124183,A000124183,112.0,Not_Available,JetBrainsAmericasUSD,141
A000124187,A000124187,50.0,Not_Available,JetBrainsAmericasUSD,141
A000124274,A000124274,280.0,Not_Available,JetBrainsAmericasUSD,141
A000124320,A000124320,312.0,Not_Available,JetBrainsAmericasUSD,141
A000124326,A000124326,935.0,Not_Available,JetBrainsAmericasUSD,141
A000124340,A000124340,280.0,Not_Available,JetBrainsAmericasUSD,141
A000124454,A000124454,700.0,Not_Available,JetBrainsAmericasUSD,141
A000124505,A000124505,98.0,Not_Available,JetBrainsAmericasUSD,141
A000124571,A000124571,140.0,Not_Available,JetBrainsAmericasUSD,141
A000124617,A000124617,775.0,Not_Available,JetBrainsAmericasUSD,141
A000124783,A000124783,140.0,Not_Available,JetBrainsAmericasUSD,141
A000124847,A000124847,40.0,Not_Available,JetBrainsAmericasUSD,141
A000124929,A000124929,599.0,Not_Available,JetBrainsAmericasUSD,141
A000124965,A000124965,224.0,Not_Available,JetBrainsAmericasUSD,141
A000125001,A000125001,156.0,Not_Available,JetBrainsAmericasUSD,141
A000125012,A000125012,246.0,Not_Available,JetBrainsAmericasUSD,141
A000125058,A000125058,384.0,Not_Available,JetBrainsAmericasUSD,141
A000125081,A000125081,70.0,Not_Available,JetBrainsAmericasUSD,141
A000125123,A000125123,300.0,Not_Available,JetBrainsAmericasUSD,141
A000125276,A000125276,84.0,Not_Available,JetBrainsAmericasUSD,141
A000125465,A000125465,140.0,Not_Available,JetBrainsAmericasUSD,141
A000125545,A000125545,28.0,Not_Available,JetBrainsAmericasUSD,141
A000125561,A000125561,56.0,Not_Available,JetBrainsAmericasUSD,141
A000125579,A000125579,200.0,Not_Available,JetBrainsAmericasUSD,141
A000125593,A000125593,120.0,Not_Available,JetBrainsAmericasUSD,141
A000125621,A000125621,14.0,Not_Available,JetBrainsAmericasUSD,141
A000125641,A000125641,180.0,Not_Available,JetBrainsAmericasUSD,141
A000125710,A000125710,70.0,Not_Available,JetBrainsAmericasUSD,141
A000125789,A000125789,150.0,Not_Available,JetBrainsAmericasUSD,141
A000125897,A000125897,160.0,Not_Available,JetBrainsAmericasUSD,141
A000125937,A000125937,180.0,Not_Available,JetBrainsAmericasUSD,141
A000125952,A000125952,860.0,Not_Available,JetBrainsAmericasUSD,141
A000125968,A000125968,236.0,Not_Available,JetBrainsAmericasUSD,141
A000126048,A000126048,609.0,Not_Available,JetBrainsAmericasUSD,141
A000126081,A000126081,500.0,Not_Available,JetBrainsAmericasUSD,141
A000126088,A000126088,182.0,Not_Available,JetBrainsAmericasUSD,141
A000126167,A000126167,65.0,Not_Available,JetBrainsAmericasUSD,141
A000126257,A000126257,60.0,Not_Available,JetBrainsAmericasUSD,141
A000126311,A000126311,140.0,Not_Available,JetBrainsAmericasUSD,141
A000126361,A000126361,130.0,Not_Available,JetBrainsAmericasUSD,141
A000126365,A000126365,150.0,Not_Available,JetBrainsAmericasUSD,141
A000126514,A000126514,840.0,Not_Available,JetBrainsAmericasUSD,141
A000126528,A000126528,382.0,Not_Available,JetBrainsAmericasUSD,141
A000126532,A000126532,64.0,Not_Available,JetBrainsAmericasUSD,141
A000126611,A000126611,40.0,Not_Available,JetBrainsAmericasUSD,141
A000126622,A000126622,650.0,Not_Available,JetBrainsAmericasUSD,141
A000126649,A000126649,40.0,Not_Available,JetBrainsAmericasUSD,141
A000126720,A000126720,1385.0,Not_Available,JetBrainsAmericasUSD,141
A000126788,A000126788,576.0,Not_Available,JetBrainsAmericasUSD,141
A000126799,A000126799,160.0,Not_Available,JetBrainsAmericasUSD,141
A000126849,A000126849,600.0,Not_Available,JetBrainsAmericasUSD,141
A000126864,A000126864,420.0,Not_Available,JetBrainsAmericasUSD,141
A000126871,A000126871,390.0,Not_Available,JetBrainsAmericasUSD,141
A000126898,A000126898,835.0,Not_Available,JetBrainsAmericasUSD,141
A000126936,A000126936,587.0,Not_Available,JetBrainsAmericasUSD,141
A000126945,A000126945,500.0,Not_Available,JetBrainsAmericasUSD,141
A000126953,A000126953,140.0,Not_Available,JetBrainsAmericasUSD,141
A000126970,A000126970,370.0,Not_Available,JetBrainsAmericasUSD,141
A000127002,A000127002,676.0,Not_Available,JetBrainsAmericasUSD,141
A000127072,A000127072,176.0,Not_Available,JetBrainsAmericasUSD,141
A000127109,A000127109,56.0,Not_Available,JetBrainsAmericasUSD,141
A000127117,A000127117,300.0,Not_Available,JetBrainsAmericasUSD,141
A000127204,A000127204,256.0,Not_Available,JetBrainsAmericasUSD,141
A000127299,A000127299,670.0,Not_Available,JetBrainsAmericasUSD,141
A000127301,A000127301,160.0,Not_Available,JetBrainsAmericasUSD,141
A000127446,A000127446,750.0,Not_Available,JetBrainsAmericasUSD,141
A000127455,A000127455,154.0,Not_Available,JetBrainsAmericasUSD,141
A000127474,A000127474,423.0,Not_Available,JetBrainsAmericasUSD,141
A000127503,A000127503,220.0,Not_Available,JetBrainsAmericasUSD,141
